"formName","defaultLang","language","contactTitle","name","countryOrRegionTitle","countryOrRegion","phoneTitle","phone","displayPhone","globalPhone","displayGlobalPhone","international","webpageTitle","displayWebpage","webpageUrl","addressTitle","address","informationTitle","information"
"TFC_632","en","en","Contact Us","TAIWAN FANUC","Country or Region","Taiwan","Phone","062823161","06-282-3161","+88662823161","+886-6-282-3161","International","Web page","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","Address","6F-1, No.30, Zhongzheng S. Rd., Yongkang Dist., Tainan City 71067, Taiwan (R.O.C.)","Information","Telephone inquiries are accepted at +886-6-282-3161 from 08:30 AM to 05:40 PM on Monday to Saturday."
"TFC_634","en","zh-tw","聯繫我們","TAIWAN FANUC","國家或區域","台灣","電話 ","0285227076","02-8522-7076","+886285227076","+886-2-8522-7076","國際電話","網址","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","地址","新北市新莊區新北大道3段7號16樓之7","其他資訊","售後服務諮詢請撥02-8522-7076，諮詢時間為週一至週六上午08:30-下午05:40，國定假日除外。"
"TFC_634","en","en","Contact Us","TAIWAN FANUC","Country or Region","Taiwan","Phone","0285227076","02-8522-7076","+886285227076","+886-2-8522-7076","International","Web page","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","Address","16F-7, No.7, Sec.3, New Taipei Boulevard, Xinzhuang Dist., New Taipei City 24250, Taiwan (R.O.C.)","Information","Telephone inquiries are accepted at +886-2-8522-7076 from 08:30 AM to 05:40 PM on Monday to Saturday."
"TFC_636","en","zh-tw","聯繫我們","TAIWAN FANUC","國家或區域","台灣","電話 ","0423592827","04-2359-2827","+886423592827","+886-4-2359-2827","國際電話","網址","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","地址","台中市西屯區工業區十六路10號","其他資訊","售後服務諮詢請撥04-2359-2827，諮詢時間為週一至週五上午08:30-下午05:40，國定假日除外。"
"TFC_636","en","en","Contact Us","TAIWAN FANUC","Country or Region","Taiwan","Phone","0423592827","04-2359-2827","+886423592827","+886-4-2359-2827","International","Web page","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","Address","No. 10, 16th Rd., Taichung Industrial Park, Taichung City 40768, Taiwan (R.O.C.)","Information","Telephone inquiries are accepted at +886-4-2359-2827 from 08:30 AM to 05:40 PM on weekdays."
"TFC_638","en","en","Contact Us","世紀貿易","Country or Region","Taiwan","Phone","0423593117","04-2359-3117","+886423593117","+886-4-2359-3117","International","Web page","https://www.centra.com.tw/home","https://www.centra.com.tw/home","Address","Rm. 11, 2F., No. 210, Gongyequ 38th Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)","Information","Telephone inquiries are accepted at +886-4-2359-3117 from 08:30 AM to 05:30 PM on weekdays."
"TFC_638","en","zh-tw","聯繫我們","世紀貿易","國家或區域","台灣","電話 ","0423593117","04-2359-3117","+886423593117","+886-4-2359-3117","國際電話","網址","https://www.centra.com.tw/home","https://www.centra.com.tw/home","地址","台中市西屯區工業區三十八路210號2樓之11","其他資訊","售後服務諮詢請撥04-2359-3117，諮詢時間為週一至週五上午08:30-下午05:30，國定假日除外。"
"TFC_640","en","en","Contact Us","世紀貿易","Country or Region","Taiwan","Phone","065898339","06-589-8339","+88665898339","+886-6-589-8339","International","Web page","https://www.centra.com.tw/home","https://www.centra.com.tw/home","Address","No. 5-47, Guanghua St., Xinshi Dist., Tainan City 744, Taiwan (R.O.C.)","Information","Telephone inquiries are accepted at +886-6-589-8339 from 08:30 AM to 05:30 PM on weekdays."
"TFC_640","en","zh-tw","聯繫我們","世紀貿易","國家或區域","台灣","電話 ","065898339","06-589-8339","+88665898339","+886-6-589-8339","國際電話","網址","https://www.centra.com.tw/home","https://www.centra.com.tw/home","地址","台南市新市區光華街5之47號","其他資訊","售後服務諮詢請撥06-589-8339，諮詢時間為週一至週五上午08:30-下午05:30，國定假日除外。"
"TFC_642","en","en","Contact Us","世紀貿易","Country or Region","Taiwan","Phone","0222988336","02-2298-8336","+886222988336","+886-2-2298-8336","International","Web page","https://www.centra.com.tw/home","https://www.centra.com.tw/home","Address","Rm. 5, 3F., No. 1, Wuquan 1st Rd., Xinzhuang Dist., New Taipei City 242, Taiwan (R.O.C.)","Information","Telephone inquiries are accepted at +886-2-2298-8336 from 08:30 AM to 05:30 PM on weekdays."
"TFC_642","en","zh-tw","聯繫我們","世紀貿易","國家或區域","台灣","電話 ","0222988336","02-2298-8336","+886222988336","+886-2-2298-8336","國際電話","網址","https://www.centra.com.tw/home","https://www.centra.com.tw/home","地址","新北市新莊區五權ㄧ路1號3樓之5","其他資訊","售後服務諮詢請撥02-2298-8336，諮詢時間為週一至週五上午08:30-下午05:30，國定假日除外。"
"FIL_643","en","si","අප අමතන්න","FANUC INDIA","රටේ හෝ ප්රදේශයේ","ඉන්දියාව","දුරකථන","018001020050","01800-102-0050","+9118001020050","+91-1800-102-0050","අන්තර්ජාතික","වෙබ් පිටුව","http://www.fanucindia.com","http://www.fanucindia.com","ලිපිනය","41-ඒ, ඉලෙක්ට්‍රොනික්ස් සිටි, හොසූර් පාර බැංගලෝර් - 560 100, කර්නාටක, ඉන්දියාව","විස්තර","සඳුදා සිට සෙනසුරාදා දක්වා පැය 09: 00 ~ 19: 30 අතර දුරකථන විමසීම් +91-1800-102-0050 දක්වා පිළිගනු ලැබේ. 24x7 ඔබේ විමසුම් ලොග් කිරීමට www.fanucindia.com හෝ Fanuc India Mobile App භාවිතා කරන්න."
"FIL_643","en","ta","எங்களை தொடர்பு கொள்ள","FANUC INDIA","நாடு அல்லது பிரதேசம்","இந்தியா","தொலைபேசி","018001020050","01800-102-0050","+9118001020050","+91-1800-102-0050","சர்வதேச","வலைப்பக்கம்","http://www.fanucindia.com","http://www.fanucindia.com","முகவரி","41-ஏ, எலெக்ட்ரானிக்ஸ் சிட்டி, ஓசூர் சாலை பெங்களூர் - 560 100, கர்நாடகா, இந்தியா","தகவல்","09: 00 ~ 19: 30 மணிநேரங்களுக்கு இடையே திங்கள் முதல் சனிக்கிழமை வரை +91-1800-102-0050 என்ற தொலைபேசி எண்ணுகள் ஏற்றுக்கொள்ளப்படுகின்றன. உங்கள் கேள்விகளை பதிவு செய்ய 24x7 www.fanucindia.com அல்லது Fanuc India Mobile App ஐப் பயன்படுத்தவும்."
"FIL_643","en","bn","যোগাযোগ করুন","FANUC INDIA","দেশ বা অঞ্চল","ভারত","ফোন","018001020050","01800-102-0050","+9118001020050","+91-1800-102-0050","আন্তর্জাতিক","ওয়েব পৃষ্ঠা","http://www.fanucindia.com","http://www.fanucindia.com","ঠিকানা","41-এ, ইলেক্ট্রনিক্স সিটি, হোসুররোড বেঙ্গালুরু - 560 100, কর্ণাটক, ভারত","তথ্য","টেলিফোন ইনকুরিগুলি সোমবার থেকে শনিবার 09: 00 ~ 19: 30 ঘন্টা এর মধ্যে +91-1800-102-0050 এ গৃহীত হয়। 24x7 আপনার প্রশ্নগুলি লগ করতে www.fanucindia.com বা ফ্যানুক ইন্ডিয়া মোবাইল অ্যাপ্লিকেশন ব্যবহার করুন।"
"FIL_643","en","hi","संपर्क करें","FANUC INDIA","देश या क्षेत्र","भारत","फ़ोन","018001020050","01800-102-0050","+9118001020050","+91-1800-102-0050","अंतरराष्ट्रीय","वेब पृष्ठ","http://www.fanucindia.com","http://www.fanucindia.com","पता","41-ए, इलेक्ट्रॉनिक्स सिटी, होसुर रोड बैंगलोर - 560 100, कर्नाटक, भारत","जानकारी","टेलीफोन इनक्यूकीज +91-1800-102-0050 फ्रॉम सोमवार से शनिवार को 09: 00 ~ 19: 30 बजे के बीच स्वीकार किए जाते हैं। 24x7 अपने प्रश्नों को लॉग इन करने के लिए www.fanucindia.com या फैनुक इंडिया मोबाइल ऐप का उपयोग करें।"
"FIL_643","en","en","Contact Us","FANUC INDIA","Country or Region","India","Phone","018001020050","01800-102-0050","+9118001020050","+91-1800-102-0050","International","Web page","http://www.fanucindia.com","http://www.fanucindia.com","Address","41-A, Electronics City, HosurRoad Bangalore - 560 100, Karnataka, India","Information","Telephone inquries are accepted at  +91-1800-102-0050 frrom Monday  to Saturday between 09:00~19:30hrs. 24x7  use www.fanucindia.com or Fanuc India Mobile App to Log your queries."
"FTH_665","en","th","ติดต่อเรา","FANUC THAI","ประเทศหรือภูมิภาค","ประเทศไทย","โทรศัพท์","027146111","02-714-6111","+6627146111","+66-2-714-6111","ระหว่างประเทศ","หน้าเว็บ","https://www.fanuc.com/fth/th/index.html","https://www.fanuc.com/fth/th/index.html","ที่อยู่","1301 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250 ประเทศไทย","รายละเอียด","สอบถามข้อมูลทางโทรศัพท์ได้ที่ +662 7146111 ตั้งแต่ 8.30-17.30 น. ในวันธรรมดาและ 08.30-12.30 น. ในวันเสาร์"
"FTH_665","en","ja","お問い合わせ","FANUC THAI","連絡先の地域","タイ王国","電話番号","027146111","02-714-6111","+6627146111","+66-2-714-6111","国際電話","ウェブサイト","https://www.fanuc.com/fth/th/index.html","https://www.fanuc.com/fth/th/index.html","住所","1301 Pattanakarn Road, Kwaeng Suanluang, Khet Suanluang, Bangkok 10250 Thailand","ご案内","電話でのお問い合わせは、平日の午前8時30分から午後5時30分までと、土曜日の午前8時30分から午後12時30分まで+6627146111で受け付けています。"
"FTH_665","en","en","Contact Us","FANUC THAI","Country or Region","Thailand","Phone","027146111","02-714-6111","+6627146111","+66-2-714-6111","International","Web page","https://www.fanuc.com/fth/th/index.html","https://www.fanuc.com/fth/th/index.html","Address","1301 Pattanakarn Road, Kwaeng Suanluang, Khet Suanluang, Bangkok 10250 Thailand","Information","Telephone inquiries are accepted at +662 7146111 from 8:30am to 5:30pm on weekday and from 8:30am to 12:30pm on Saturdays"
"FMM_671","en","zh-cn","联系我们","FANUC MALAYSIA","国家或地区","马来西亚","电话","0330821222","03-3082-1222","+60330821222","+60-3-3082-1222","国际电话","网址","https://www.fanuc.com/fmm","https://www.fanuc.com/fmm","地址","No. 22, Persiaran Astana / KU 2, Bandar Bukit Raja, 41050 Klang, Selangor Darul Ehsan. Malaysia","备注","工作日上午08:30至下午05:30接受电话咨询，电话 +60-3-3082-1222。"
"FMM_671","en","ja","お問い合わせ","FANUC MALAYSIA","連絡先の地域","マレーシア","電話番号","0330821222","03-3082-1222","+60330821222","+60-3-3082-1222","国際電話","ウェブサイト","https://www.fanuc.com/fmm","https://www.fanuc.com/fmm","住所","No. 22, Persiaran Astana / KU 2, Bandar Bukit Raja, 41050 Klang, Selangor Darul Ehsan. Malaysia","ご案内","電話でのお問合せ +60-3-3082-1222 平日午前08:30～午後05:30"
"FMM_671","en","en","Contact Us","FANUC MALAYSIA","Country or Region","Malaysia","Phone","0330821222","03-3082-1222","+60330821222","+60-3-3082-1222","International","Web page","https://www.fanuc.com/fmm","https://www.fanuc.com/fmm","Address","No. 22, Persiaran Astana / KU 2, Bandar Bukit Raja, 41050 Klang, Selangor Darul Ehsan. Malaysia","Information","Telephone inquiries are accepted at +60-3-3082-1222 from 08:30 am to 05:30 pm on weekdays."
"FMM_671","en","ms","Hubungi Kami","FANUC MALAYSIA","Negara atau Wilayah","Malaysia","Nombor Telefon","0330821222","03-3082-1222","+60330821222","+60-3-3082-1222","Antarabangsa","Laman Sesawang","https://www.fanuc.com/fmm","https://www.fanuc.com/fmm","Alamat","No. 22, Persiaran Astana / KU 2, Bandar Bukit Raja, 41050 Klang, Selangor Darul Ehsan. Malaysia","Maklumat","Pertanyaan melalui telefon diterima di talian +60-3-3082-1222 dari jam 08:30 pagi hingga 05:30 petang pada hari bekerja."
"FIN_677","en","id","Hubungi kami","FANUC INDONESIA","Negara atau Wilayah","Indonesia","Telepon","02145847285","021-4584-7285","+622145847285","+62-21-4584-7285","Internasional","Halaman web","https://www.fanuc.com/fin/id/index.html","https://www.fanuc.com/fin/id/index.html","Alamat","Jl. Boulevard Bukit Gading Raya Blok R, Jakarta 14240, Indonesia","Informasi","Telephone inquiries are accepted at +62-21-4584-7285 from 8 am to 5 pm on weekdays."
"FIN_677","en","en","Contact Us","FANUC INDONESIA","Country or Region","Indonesia","Phone","02145847285","021-4584-7285","+622145847285","+62-21-4584-7285","International","Web page","https://www.fanuc.com/fin/id/index.html","https://www.fanuc.com/fin/id/index.html","Address","Jl. Boulevard Bukit Gading Raya Blok R, Jakarta 14240, Indonesia","Information","Telephone inquiries are accepted at +62-21-4584-7285 from 8 am to 5 pm on weekdays."
"FSP_683","en","en","Contact Us","FANUC SINGAPORE","Country or Region","Singapore","Phone","062203911","06-220-3911","+6562203911","+65-6-220-3911","International","Web page","https://www.fanuc.com/fsp/en/index.html","https://www.fanuc.com/fsp/en/index.html","Address","No.1 Teban Gardens Crescent Jurong, 'SINGAPORE 608919","Information",""
"FPC_693","en","en","Contact Us","FANUC PHILIPPINES","Country or Region","Philippines","Phone","0495460178","049-546-0178","+63495460178","+63-49-546-0178","International","Web page","https://www.fanuc.com/","https://www.fanuc.com/","Address","Unit 1 Orient Goldcrest Bldg. 10, Lot 4, Block 1, Phase 7A, Laguna Techopark, Inc. Biñan, Laguna ","Information","We are open from 8:30AM-5:30PM Monday to Saturday, Please call us on our telephone number  +6349546-0178/79 or you can send your inquiry to info@fpc.fanuc.com"
"FPC_699","en","en","Contact Us","FANUC PHILIPPINES","Country or Region","Philippines","Phone","0495460179","049-546-0179","+63495460179","+63-49-546-0179","International","Web page","https://www.fanuc.com/","https://www.fanuc.com/","Address","Unit 1 Orient Goldcrest Bldg. 10, Lot 4, Block 1, Phase 7A, Laguna Techopark, Inc. Biñan, Laguna ","Information","We are open from 8:30AM-5:30PM Monday to Saturday, Please call us on our telephone number  +6349546-0178/79 or you can send your inquiry to info@fpc.fanuc.com"
"FVL_705","en","en","Contact Us","FANUC VIETNAM","Country or Region","Vietnam","Phone","02873097970","028-73097970","+842873097970","+84-28-73097970","International","Web page","https://www.fanuc.com/fvl","https://www.fanuc.com/fvl","Address","Lot A3b, Road No. 19d and 20a, E-Office Park, Tan Thuan Export Processing Zone,Tan Thuan Dong Ward, District 7, Ho Chi Minh City, Vietnam.","Information","Telephone inquiries are accepted at +84-28-73097970 from 8 am to 5 pm on weekdays. Saturday and Sunday are closed"
"FVL_705","en","vi","Liên hệ với chúng tôi","FANUC VIETNAM","Quốc gia hoặc vùng","Việt Nam","Điện thoại","02873097970","028-73097970","+842873097970","+84-28-73097970","Quốc tế","Trang chủ","https://www.fanuc.com/fvl","https://www.fanuc.com/fvl","Địa chỉ","Lô A3b, đường số 19d và 20a, khu E-Office Park, Khu chế xuất Tân Thuận, phường Tân Thuận Đông, Quận 7, tp Hồ Chí Minh","Thông tin","Quý khách có thể gọi điện vào số  +84-28-73097970 từ thứ 2 đến thứ 6 trong tuần. Thứ 7, chủ nhật công ty nghỉ."
"FOL_717","en","en","Contact Us","FANUC OCEANIA","Country or Region","Australia","Phone","0288224600","02-8822-4600","+61288224600","+61-2-8822-4600","International","Web page","http://www.fanucoceania.com.au","http://www.fanucoceania.com.au","Address","10 Healey Circuit, Huntingwood, NSW 2148, Australia","Information",""
"FOL_723","en","en","Contact Us","FANUC OCEANIA","Country or Region","Australia","Phone","0395353800","03-9535-3800","+61395353800","+61-3-9535-3800","International","Web page","http://www.fanucoceania.com.au","http://www.fanucoceania.com.au","Address","10 Gida Court, Mulgrave, Victoria ,Melbourne, 3170","Information",""
"FOL_729","en","en","Contact Us","FANUC OCEANIA","Country or Region","Australia","Phone","0882400681","08-8240-0681","+61882400681","+61-8-8240-0681","International","Web page","http://www.fanucoceania.com.au","http://www.fanucoceania.com.au","Address","29 Marryatt Street, Port Adelaide, South Australia, 5015","Information",""
"FOL_735","en","en","Contact Us","FANUC OCEANIA","Country or Region","Australia","Phone","0732082210","07-3208-2210","+61732082210","+61-7-3208-2210","International","Web page","http://www.fanucoceania.com.au","http://www.fanucoceania.com.au","Address","Unit 6, 29 Cinderella Dr, Springwood, QLD 4127","Information",""
"FOL_741","en","en","Contact Us","FANUC OCEANIA","Country or Region","New Zealand","Phone","094144285","09-414-4285","+6494144285","+64-9-414-4285","International","Web page","http://www.fanucoceania.com.au","http://www.fanucoceania.com.au","Address","Unit M, 17 Douglas Alexander Parade, North Harbour, AUCKLAND, New Zealand, 0632","Information",""
"FSA_765","en","en","Contact Us","FANUC SOUTH AFRICA","Country or Region","South Africa","Phone","0113923610","011-392-3610","+27113923610","+27-11-392-3610","International","Web page","https://fanuc.co.za","https://fanuc.co.za","Address","17 Loper Avenue, Aeroport Industrial Estates Spartan Ext.2, Johannesburg, R.S.A.","Information","Please contact us at +27-11-392-3610 for phone enquiries during our trading hours (Mon-Thu 8:00-17:00, Fri 8:00-14:30), or alternatively send an email to service@fanuc.co.za"
"DEA_9001","en","en","Contact Us","JLGoor","Country or Region","Ireland","Phone","012868103","01-286-8103","+35312868103","+353-1-286-8103","International","Web page","","","Address","Annacrivey, Glencree Road, Enniskerry, Co.Wicklow, A98 NN50","Information","e-mail: machinery@jlgoor.ie"
"DEA_9002","en","en","Contact Us","AGI","Country or Region","Portugal","Phone","0227537400","022-753-74-00","+351227537400","+351-22-753-74-00","International","Web page","","","Address","Av. Combatentes do Ultramar Português, N.º 1001 4405-942 Vila Nova de Gaia, Portugal","Information","e-mail: geral@agi.pt"
"DEA_9004","en","en","Contact Us","PENTA TRADING, spol. s r.o.","Country or Region","Czech","Phone","0724070070","0724-070-070","+420724070070","+420-724-070-070","International","Web page","","","Address","Centrála Říčany Contera Park, Technická 2246, vchod A4 251 01 Říčany u Prahy","Information","e-mail: servis@penta-edm.cz"
"DEA_9005","en","en","Contact Us","Precisa CNC-Werkzeugmaschinen GmbH","Country or Region","Austria","Phone","016174777","01617-4777","+4316174777","+43-1617-4777","International","Web page","","","Address","Slamastrasse 29. 1230 Wien","Information","e-mail: office@precisa.at"
"DEA_9006","en","en","Contact Us","PENTA SLOVENSKO, s.r.o.","Country or Region","Slovakia","Phone","0524180201","052-4180-201","+421524180201","+421-52-4180-201","International","Web page","","","Address","Priemyselný areál Poprad - Východ Hodžova 4944 058 01 Poprad, Slovensko","Information","e-mail: penta@penta-edm.sk"
